AD family	Representative protein	subjectid	Phage	Host	TaxID	Source	Pfam ID	Phrog ID
APIS151	KY979132_00178	IMGVR_UViG_3300032323_000686|3300032323|Ga0335306_116596834				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300043451_000039|3300043451|Ga0451737_0000002_24989_25963				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300046318_000543|3300046318|Ga0456294_0000467_2692_3669				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300043399_000179|3300043399|Ga0451681_0000151_1309_2292				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300047552_000112|3300047552|Ga0485239_000562_6100_7104				IMGVR	PF00293.33,PF01467.31	phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300046330_000083|3300046330|Ga0456314_000003_12510_13484				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300046332_000142|3300046332|Ga0456316_000075_12865_13851				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300046413_000500|3300046413|Ga0494525_0000189_8599_9573				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300043410_000565|3300043410|Ga0451707_0000009_680_1657				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300022592_000005|3300022592|Ga0236342_100007484				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047293_000015|3300047293|Ga0466515_000018_2191_3165				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047560_000194|3300047560|Ga0485259_000849_11802_12779				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300011268_000139|3300011268|Ga0151620_100001322				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300022594_000006|3300022594|Ga0236340_100004564				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047560_001700|3300047560|Ga0485259_000540_1569_2543				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300044213_000021|3300044213|Ga0466936_000382_4557_5531				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300047560_001715|3300047560|Ga0485259_000067_13082_14062				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300005758_000446|3300005758|Ga0078117_10683721				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300012352_000310|3300012352|Ga0157138_100000257				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047392_000113|3300047392|Ga0466481_000001_78854_79828				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300048016_000029|3300048016|Ga0456299_001360_5504_6490				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300043418_000231|3300043418|Ga0451735_006381_4105_5079				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300043418_000120|3300043418|Ga0451735_000052_58172_59143				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047392_000164|3300047392|Ga0466481_000002_50285_51262				IMGVR	PF00293.33,PF01467.31	phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300007169_000200|3300007169|Ga0102976_101366732				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300007171_000507|3300007171|Ga0102977_11154532				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300012933_000183|3300012933|Ga0157211_100002152				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300016476_000468|3300016476|Ga0186803_100088209				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300021963_001882|3300021963|Ga0222712_100075022				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300041986_000466|3300041986|Ga0451506_003993_1424_2290				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300043425_000245|3300043425|Ga0451744_0000016_160929_161906				IMGVR	PF00293.33,PF01467.31	phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300016667_000188|3300016667|Ga0186780_10072848				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300043429_000142|3300043429|Ga0451752_0002409_867_1841				IMGVR	PF00293.33,PF01467.31	phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300022746_000016|3300022746|Ga0228701_1000041134				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300017978_000154|3300017978|Ga0157212_100003526				IMGVR	PF00293.33,PF01467.31	phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300047483_000106|3300047483|Ga0485316_000204_36483_37457				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300046093_000295|3300046093|Ga0456278_000001_122841_123824				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300046096_000179|3300046096|Ga0456302_0000003_76552_77532				IMGVR	PF00293.33,PF01467.31	phrog_3041
APIS151	KY979132_00178	IMGVR_UViG_3300022468_000286|3300022468|Ga0233289_15332279118				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300048672_000620|3300048672|Ga0485282_001084_1166_2167				IMGVR	PF00293.33,PF01467.31	phrog_3041
APIS151	KY979132_00178	IMGVR_UViG_3300045993_000498|3300045993|Ga0485826_0000175_10024_11019				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300045974_000166|3300045974|Ga0485831_0000012_42030_43031				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_3462,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300023049_000165|3300023049|Ga0136601_100020618				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300050195_000053|3300050195|Ga0501164_000456_3698_4759				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300047547_000036|3300047547|Ga0485232_000072_1272_2249				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300036715_001636|3300036715|Ga0373634_0056631_2460_3476				IMGVR	PF00293.33,PF01467.31	phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300002026_000954|3300002026|MIS_100127326				IMGVR	PF00293.33,PF01467.31	phrog_3041,phrog_1198,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300022747_000019|3300022747|Ga0228703_1000136130				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS151	KY979132_00178	IMGVR_UViG_3300005288_000001|3300005288|Ga0065714_1000218750				IMGVR	PF00293.33,PF01467.31	phrog_3041
APIS151	KY979132_00178	KY979132_00178	Acidovorax phage ACP17	Acidovorax	12916	INPHARED	PF00293.33,PF01467.31,PF00293.33,PF01467.31	phrog_3041,phrog_3041,phrog_1198,phrog_1198,phrog_19657,phrog_19657
APIS151	KY979132_00178	IMGVR_UViG_3300022745_000018|3300022745|Ga0228698_1000021173				IMGVR	PF00293.33,PF01467.31	phrog_1198
APIS152	YP_006537.1	MGV-GENOME-0360099_33		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_231738_65				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0348064_19		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2571042487_000002|2571042487|2572694677		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_142006|3300045988|Ga0495776_116270_58894_61158		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2529292906_000009|2529292906|2530454789		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_359467_28				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_125325_23		Escherichia coli	562	GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_152430|3300045988|Ga0495776_027409_51957_54221		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_115637_33		Escherichia coli	562	GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_439561_32				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0359585_35		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2909272501_000005|2909272501|2909277775		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0361366_65		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_158394|3300045988|Ga0495776_044133_29555_31819		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_130854|3300045988|Ga0495776_056626_30484_32748		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2718218131_000011|2718218131|2720224358		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0359606_32		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2875697941_000001|2875697941|2875698072		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-4433070_32		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0361542_82		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0316090_34		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2645727563_000002|2645727563|2646003166		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_171470|3300045988|Ga0495776_027223_31079_33343		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2617271072_000004|2617271072|2618692667		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2737471840_000004|2737471840|2737986678		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2576861153_000004|2576861153|2577419667		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_247389_33				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300014721_000001|3300014721|Ga0169771_1003679		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2565956614_000003|2565956614|2566395362		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2778261510_000005|2778261510|2780367963		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_553790_58				GPD	PF02086.20,PF00145.22	phrog_56,phrog_23296,phrog_23217,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_354953_10				GPD	PF02086.20,PF00145.22	phrog_56,phrog_23296,phrog_16427,phrog_23217,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	YP_006537.1	Escherichia phage P1	Escherichia	561	NCBI	PF02086.20,PF00145.22,PF02086.20,PF00145.22	phrog_16528,phrog_16528,phrog_56,phrog_56,phrog_23296,phrog_23296,phrog_23217,phrog_23217,phrog_26324,phrog_26324,phrog_363,phrog_363,phrog_13621,phrog_13621,phrog_8411,phrog_8411,phrog_38038,phrog_38038,phrog_17284,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_145836|3300045988|Ga0495776_132043_30623_32887		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2565956617_000005|2565956617|2566411675		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2565956708_000007|2565956708|2566783290		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	ON470615_00067	Escherichia phage vB_EcoM-673R5	Escherichia	561	INPHARED	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2711768056_000005|2711768056|2712048128		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_384699_34				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0338125_2		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_363,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2925939204_000001|2925939204|2925944742		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_16427,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_317976_88				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038
APIS152	YP_006537.1	uvig_577298_26				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038
APIS152	YP_006537.1	uvig_365084_27				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038
APIS152	YP_006537.1	uvig_321361_43				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2778261503_000006|2778261503|2780332654		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-4430145_84		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_136819|3300045988|Ga0495776_122144_544_2751		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_363,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2526164631_000025|2526164631|2526709465		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_16427,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300045988_126325|3300045988|Ga0495776_066294_64499_66706		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2579778660_000001|2579778660|2580453590		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2681813233_000007|2681813233|2683422212		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_363,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_476986_54				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_16427,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_315125_84				GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_363,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2579778873_000001|2579778873|2581349012		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	AF234173_00063	Escherichia phage P1	Escherichia	561	INPHARED	PF00145.22,PF02086.20	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2681813421_000002|2681813421|2684074026		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2537561978_000005|2537561978|2539366691		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0359519_31		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	uvig_430273_39		Escherichia coli	562	GPD	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	MGV-GENOME-0360483_32		Escherichia	561	MGV	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2600254997_000027|2600254997|2600567561		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2671180349_000008|2671180349|2672414978		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_2531839450_000009|2531839450|2533570256		Escherichia coli	562	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_38038,phrog_17284
APIS152	YP_006537.1	IMGVR_UViG_3300011560_000002|3300011560|Ga0122267_10004532		Escherichia	561	IMGVR	PF02086.20,PF00145.22	phrog_16528,phrog_56,phrog_23296,phrog_23217,phrog_26324,phrog_363,phrog_13621,phrog_8411,phrog_38038,phrog_17284
